population,gate_level,token_role,metric,position_count,mean,standard_deviation,minimum,p25,median,p75,p95,maximum,analysis_id,model_id
rankcloak,strict,ordinary_sampled_skip,entropy_bits,16498,0.7525331991426348,0.7123423652076022,4.550416694386707e-08,0.04050103229975659,0.6033007477164971,1.3329799426982394,2.0571790601823112,2.43197286202251,entropy_position_overall,
rankcloak,strict,ordinary_sampled_skip,observed_rank,16498,1.1371075281852345,0.5037209409983414,1.0,1.0,1.0,1.0,2.0,33.0,entropy_position_overall,
rankcloak,strict,ordinary_sampled_skip,token_surprisal_nats,16498,0.3159805197448259,0.5269881513316232,1.3418244293461612e-09,0.0035648461242692164,0.09573733996525746,0.3813514634440054,1.4880665919498894,7.600277709343892,entropy_position_overall,
rankcloak,strict,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,16498,0.1099935795902729,0.4038043969093771,0.0,0.0,0.0,0.0,0.9900343894958494,7.489311218261719,entropy_position_overall,
rankcloak,strict,payload,entropy_bits,8224,3.694351588044788,1.6201121972444572,1.7067227686197572,2.602322954830644,3.2239122742507837,4.289515853593192,7.01924577024192,12.642893427181148,entropy_position_overall,
rankcloak,strict,payload,observed_rank,8224,89.49148832684826,1392.5428874796087,1.0,4.0,7.0,10.0,108.69999999999891,95005.0,entropy_position_overall,
rankcloak,strict,payload,token_surprisal_nats,8224,4.158465326182636,2.225463903061099,0.24072684482998596,2.843143269476858,3.704930800930134,4.836902800338306,8.683839225415065,22.283354908106098,entropy_position_overall,
rankcloak,strict,payload,rank_pressure_log_probability_gap_nats,8224,3.030755080536356,2.271868507869158,0.0,1.5862011909484863,2.625216007232666,3.896817684173584,7.253219616413116,20.665544986724854,entropy_position_overall,
rankcloak,ungated,payload,entropy_bits,8367,3.6197566840500897,2.403467001786322,9.410806329121541e-07,1.750209855333941,3.280611258662232,5.074813519635967,8.126912616812422,12.733475191685027,entropy_position_overall,
rankcloak,ungated,payload,observed_rank,8367,88.05521692362854,1380.6332241937982,1.0,4.0,7.0,10.0,103.39999999999964,95005.0,entropy_position_overall,
rankcloak,ungated,payload,token_surprisal_nats,8367,4.849549652548285,2.6060764534612715,3.282123373082868e-08,3.2286712375486832,4.184779124669944,5.80152088602562,10.101892271649884,25.285598521480406,entropy_position_overall,
rankcloak,ungated,payload,rank_pressure_log_probability_gap_nats,8367,3.8584629371414993,2.8951866088312395,0.0,1.8437118530273438,3.2002944946289062,5.179835319519043,9.563520050048828,25.285597324371338,entropy_position_overall,
ordinary_control,moderate,ordinary_control,entropy_bits,3039,1.3842597590492727,1.602286148626662,8.625329334083734e-07,0.14223748729311747,0.9421847405137819,1.9936805709000214,4.50684401257807,10.372945792839104,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,observed_rank,3039,1.7630799605133267,3.787970702714664,1.0,1.0,1.0,1.0,4.0,81.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,token_surprisal_nats,3039,0.6475073946673767,0.9678394823767981,2.8429944620711467e-08,0.015180930515516167,0.2133402863866216,0.9083142047212611,2.6682071341520563,6.506985119515814,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,rank_pressure_log_probability_gap_nats,3039,0.22663832416892168,0.5913465393436474,0.0,0.0,0.0,0.0,1.6444051742553705,4.682163238525391,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,entropy_bits,4090,1.103269549006199,1.1212665425109036,3.4200736756222607e-07,0.0796048179352801,0.8733795836511679,1.7897023108372012,3.151221164929745,6.95122586812545,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,moderate,ordinary_control,observed_rank,4090,1.3645476772616136,2.268666457746385,1.0,1.0,1.0,1.0,3.0,86.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,moderate,ordinary_control,token_surprisal_nats,4090,0.5040813125139605,0.7315986632883221,1.0772350123033902e-08,0.008404901636552609,0.18137956895266782,0.7254287116274103,2.0267002786824264,6.57292103762998,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,moderate,ordinary_control,rank_pressure_log_probability_gap_nats,4090,0.1641321987860943,0.47836670755455873,0.0,0.0,0.0,0.0,1.2527315139770494,4.732199192047119,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,moderate,ordinary_control,entropy_bits,4359,1.4036329715236258,1.2247106253463846,7.866218903582462e-07,0.3288786137055618,1.1913448840187622,2.1482595758640537,3.6588599996258426,7.619532354753138,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,observed_rank,4359,1.5170910759348475,2.95772868134741,1.0,1.0,1.0,1.0,4.0,168.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,token_surprisal_nats,4359,0.6713521447688613,0.8323071311852579,2.6434094024807564e-08,0.04543874906664769,0.32592837391462126,1.0223226914647583,2.457166692961786,7.303454011387604,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,moderate,ordinary_control,rank_pressure_log_probability_gap_nats,4359,0.2273110571080431,0.5496684797940636,0.0,0.0,0.0,0.0,1.5442499160766598,4.9501848220825195,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,entropy_bits,5305,1.1262366762940388,1.4236527722013945,7.916573275163875e-08,0.05013468480831217,0.6732256161364245,1.6546157908942907,3.8332908869847357,10.372945792839104,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,observed_rank,5305,1.5353440150801132,2.9546478646349374,1.0,1.0,1.0,1.0,3.0,81.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,token_surprisal_nats,5305,0.5267135742150757,0.8586493565456457,2.273743859859678e-09,0.004408270772412237,0.12173804144665823,0.6963940091730656,2.3349407817358694,6.506985119515814,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,rank_pressure_log_probability_gap_nats,5305,0.18292899783437372,0.527376705047513,0.0,0.0,0.0,0.0,1.4303783416748048,4.682163238525391,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,entropy_bits,7956,1.1135667398047115,1.1610611398481365,3.4200736756222607e-07,0.06951751696221183,0.8433903030600378,1.8053131945424146,3.274818384307344,9.10475445425678,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,strict,ordinary_control,observed_rank,7956,1.3984414278531925,2.2099978719001783,1.0,1.0,1.0,1.0,3.0,86.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,strict,ordinary_control,token_surprisal_nats,7956,0.5280522135763596,0.7795288707457809,1.0772350123033902e-08,0.006989667346094741,0.17435337498217152,0.7574537529359917,2.1904837508314587,6.57292103762998,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,strict,ordinary_control,rank_pressure_log_probability_gap_nats,7956,0.18481655160406235,0.5271804714631253,0.0,0.0,0.0,0.0,1.382868766784668,5.548017501831055,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,strict,ordinary_control,entropy_bits,11461,1.1676676642714865,1.1584201341981681,4.318860585003512e-08,0.09356963813894899,0.9249900003075819,1.880301236466598,3.374999715211894,8.230353181479204,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,observed_rank,11461,1.397173021551348,2.0213534682105005,1.0,1.0,1.0,1.0,3.0,168.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,token_surprisal_nats,11461,0.5592284632754367,0.7780075753416967,1.28001431676239e-09,0.009822168017642241,0.20751706468757547,0.8279585443348942,2.2562137494897208,7.303454011387604,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,strict,ordinary_control,rank_pressure_log_probability_gap_nats,11461,0.1923647242247273,0.5119235696274699,0.0,0.0,0.0,0.0,1.4517383575439453,4.9501848220825195,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,entropy_bits,2682,1.4385972010874972,1.658773293626071,9.032506638089624e-07,0.15020769306344386,0.9772360816047936,2.0539163385930124,4.788722496303288,10.372945792839104,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,observed_rank,2682,1.826249067859806,4.016333310165492,1.0,1.0,1.0,1.0,4.0,81.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,token_surprisal_nats,2682,0.6680622731864685,0.9960489217173388,3.0540014961388806e-08,0.01637228840109639,0.21769344389247358,0.9334981174521015,2.761603759134503,6.506985119515814,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,rank_pressure_log_probability_gap_nats,2682,0.23207838725545885,0.603253798411015,0.0,0.0,0.0,0.0,1.6697010993957517,4.682163238525391,entropy_position_by_model,llama3_8b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,entropy_bits,2866,1.0901250326982606,1.1449636141948865,3.4200736756222607e-07,0.07192460325367811,0.826270951766261,1.7464030923403078,3.1646451803099884,6.95122586812545,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,ungated,ordinary_control,observed_rank,2866,1.3834612700628053,2.642885412458518,1.0,1.0,1.0,1.0,3.0,86.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,ungated,ordinary_control,token_surprisal_nats,2866,0.48958355025498324,0.7289494597716936,1.0772350123033902e-08,0.0073407594281649224,0.16730818281851256,0.706878844245205,1.9856274126095537,6.57292103762998,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,ungated,ordinary_control,rank_pressure_log_probability_gap_nats,2866,0.15776386497242004,0.4654649084055935,0.0,0.0,0.0,0.0,1.2258810997009277,4.732199192047119,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
ordinary_control,ungated,ordinary_control,entropy_bits,2819,1.435607625256612,1.267157598150576,7.866218903582462e-07,0.33048263510079534,1.2008825847551379,2.1972724520045914,3.8284545041805718,7.619532354753138,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,observed_rank,2819,1.5608371763036537,3.5734370351579496,1.0,1.0,1.0,1.0,4.0,168.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,token_surprisal_nats,2819,0.6820909339697983,0.8455216279485541,2.6434094024807564e-08,0.045070517313973824,0.32769840721436694,1.0384468823270634,2.4911453458792043,7.303454011387604,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
ordinary_control,ungated,ordinary_control,rank_pressure_log_probability_gap_nats,2819,0.22852995988535263,0.5494212760087459,0.0,0.0,0.0,0.0,1.5278617858886714,4.9501848220825195,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,entropy_bits,357,0.27691914584003907,0.2460091184210979,8.086610756846445e-06,0.046707257838576696,0.20425744222252595,0.47513250285213265,0.714002081379987,0.8005939818029605,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,observed_rank,357,1.0056022408963585,0.07474292116733997,1.0,1.0,1.0,1.0,1.0,2.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,token_surprisal_nats,357,0.04758598483079938,0.16345620010572692,3.109737818363101e-07,0.0036230995346464567,0.02214909305537205,0.05813235865575095,0.11696376838976688,2.586384587074342,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,357,0.0108207520984468,0.14984157623700647,0.0,0.0,0.0,0.0,0.0,2.466981887817383,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,payload,entropy_bits,2682,4.397717110764019,2.4718276341465573,0.8042338827140655,2.4153584717443612,3.9980994722963272,5.931712907673222,9.326192274076263,11.947823762664537,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,payload,observed_rank,2682,122.58799403430275,1087.0603903779959,1.0,4.0,7.0,10.0,353.6999999999989,24365.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,payload,token_surprisal_nats,2682,4.503284545158034,2.22031338697582,0.12725902084585172,3.147725070084555,3.9896176101169605,5.326685266122313,9.10200284740926,18.26470612149931,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,payload,rank_pressure_log_probability_gap_nats,2682,3.282256494788071,2.3391559577529244,0.0,1.6106595993041992,2.8272314071655273,4.502816677093506,7.660503578186033,17.184651374816895,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,entropy_bits,1224,0.292823007077959,0.3101324255766553,3.4699747424688034e-06,0.015290653972799977,0.15145641012083988,0.5537917826218477,0.8911514636500549,0.9663244414657798,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,observed_rank,1224,1.0106209150326797,0.10255097890506404,1.0,1.0,1.0,1.0,1.0,2.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,token_surprisal_nats,1224,0.06549936591079376,0.20966042126247741,1.1946474387514172e-07,0.0011402773524054055,0.015567659971678083,0.07614796313323957,0.18293749737275816,2.7436311702684186,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,1224,0.01834862372454475,0.18611788710697935,0.0,0.0,0.0,0.0,0.0,2.586040496826172,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,payload,entropy_bits,2866,3.245150706435725,1.6398236055285165,0.9692967100153863,1.9446069031970774,2.9049702301931237,4.272510897102902,6.381114518300584,9.787667809316993,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,payload,observed_rank,2866,37.00279134682484,234.95907034875577,1.0,4.0,7.0,10.0,47.0,6728.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,payload,token_surprisal_nats,2866,4.476215555614977,2.247331188840293,0.13693627317056922,3.096598789256774,4.081739015708741,5.395604795714927,8.802475298678623,19.977605050023275,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,payload,rank_pressure_log_probability_gap_nats,2866,3.5354526496108227,2.433243618779312,0.0,1.8612310886383057,3.1609716415405273,4.736047983169556,8.094683766365051,18.776524305343628,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,entropy_bits,1540,0.5229891652469276,0.44677653541849965,2.7885352434795924e-07,0.0707034757289632,0.44653098628681875,0.928983861251084,1.2754027007337472,1.3606888512580493,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,observed_rank,1540,1.0480519480519481,0.21993583423077903,1.0,1.0,1.0,1.0,1.0,3.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,token_surprisal_nats,1540,0.1675421118066606,0.3495652332077203,9.325987093689037e-09,0.006715406346722297,0.06036983294915821,0.17772408775869586,0.6824682766088986,3.274747236195342,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,1540,0.053183034178498505,0.2932533182284628,0.0,0.0,0.0,0.0,0.0,3.129362106323242,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,payload,entropy_bits,2819,3.1761492555578528,1.3432393266273834,1.363772271845768,2.075868062840393,2.877021420199688,4.022347499882869,5.718243128948728,8.31875688846514,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,payload,observed_rank,2819,107.10429230223484,2115.276229668166,1.0,4.0,7.0,10.0,59.09999999999991,95005.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,payload,token_surprisal_nats,2819,4.430297978276802,2.5206871868575664,0.22342262886087383,2.932064646353753,3.8505746849318427,5.22569865109152,9.429350581312947,22.283354908106098,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,moderate,payload,rank_pressure_log_probability_gap_nats,2819,3.4561626625297848,2.618343664262638,0.0,1.7282142639160156,2.9547386169433594,4.512299537658691,8.463355445861815,20.665544986724854,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,entropy_bits,2623,0.6203109210650476,0.5561780037249786,2.4101246791727566e-07,0.04852151611107848,0.5157540090732267,1.1003831070764343,1.5734750884873854,1.7053972924789584,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,observed_rank,2623,1.0937857415173466,0.6901642834934614,1.0,1.0,1.0,1.0,2.0,33.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,token_surprisal_nats,2623,0.23548940531877455,0.43486533193635535,8.264848361250188e-09,0.004436530164660724,0.0771281987851502,0.268790953465194,1.1056090983837594,7.600277709343892,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,2623,0.07750345376262309,0.3530958392277632,0.0,0.0,0.0,0.0,0.5288681030273441,7.489311218261719,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,payload,entropy_bits,2682,4.220596072621468,2.2488368821063283,1.7067227686197572,2.4499943358580722,3.5177541288293157,5.383016232603061,8.9394481456114,12.642893427181148,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,payload,observed_rank,2682,122.58799403430275,1087.0603903779959,1.0,4.0,7.0,10.0,353.6999999999989,24365.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,payload,token_surprisal_nats,2682,4.317745175191453,2.191462349759959,0.24072684482998596,3.0013770932933213,3.844383921501329,5.021241110318654,9.173566316813247,18.26470612149931,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,payload,rank_pressure_log_probability_gap_nats,2682,3.1026234902791527,2.2088037959367317,0.0,1.6287858486175537,2.7292709350585938,4.041771411895752,7.43168807029724,17.184651374816895,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,entropy_bits,5108,0.6386426344477156,0.6242605464294008,1.041821127972933e-06,0.031222997143777027,0.4400028269314139,1.184343956715073,1.7583321853502798,1.917164662272404,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,ordinary_sampled_skip,observed_rank,5108,1.1064996084573218,0.3627625584055381,1.0,1.0,1.0,1.0,2.0,4.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,ordinary_sampled_skip,token_surprisal_nats,5108,0.2605701597978937,0.4782134508840887,3.5094430472781823e-08,0.0027330566587657756,0.06296340461422201,0.2905663846822817,1.3004979507365482,4.000239676175529,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,5108,0.09494575860449926,0.38008952541805147,0.0,0.0,0.0,0.0,0.8103138923644999,3.9535417556762695,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,payload,entropy_bits,2848,3.32770075423679,1.1909144641298104,1.917777883122653,2.4327176539799753,3.0204297854844278,3.898815124611532,5.769492397555525,8.936402199579646,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,payload,observed_rank,2848,37.20119382022472,235.68729745858212,1.0,4.0,7.0,10.0,47.0,6728.0,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,payload,token_surprisal_nats,2848,4.16410592539366,2.2037208322108697,0.2440129681697094,2.8469630276702,3.7580240860906233,4.92840999411539,8.12558606529654,19.478184746862347,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,payload,rank_pressure_log_probability_gap_nats,2848,3.1348999576078036,2.291022750678185,0.0,1.65439772605896,2.7881603240966797,4.0531206130981445,7.068290448188783,18.32101821899414,entropy_position_by_model,mistral_7b_instruct_v0_3_q4_k_m
rankcloak,strict,ordinary_sampled_skip,entropy_bits,8767,0.858449936893195,0.7819079386361543,4.550416694386707e-08,0.04621831490316206,0.7398275000712927,1.5263043826887635,2.217787596510543,2.43197286202251,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,observed_rank,8767,1.1679023611269534,0.506274538947346,1.0,1.0,1.0,1.0,2.0,6.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,token_surprisal_nats,8767,0.372346929206268,0.5709132459359606,1.3418244293461612e-09,0.00435692672506427,0.13218010022005444,0.4889811915000557,1.6745432452979252,3.9568429091579347,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,ordinary_sampled_skip,rank_pressure_log_probability_gap_nats,8767,0.12848175908625295,0.4296697861804768,0.0,0.0,0.0,0.0,1.1500152587890593,3.6989173889160156,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,payload,entropy_bits,2694,3.5580612640100915,1.0217502020050475,2.4337000172566197,2.787841350308987,3.2690912888575676,4.0417888689196095,5.569746832308021,9.55549249155469,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,payload,observed_rank,2694,111.82182628062361,2163.6953414961085,1.0,4.0,7.0,10.0,62.0,95005.0,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,payload,token_surprisal_nats,2694,3.9939319254422303,2.270530949501656,0.43775505031319284,2.708107599298369,3.556319372447035,4.5816406562290295,8.570163925839292,22.283354908106098,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,strict,payload,rank_pressure_log_probability_gap_nats,2694,2.8491085754028496,2.3031530827164266,0.0,1.4842591285705566,2.4147109985351562,3.537659168243408,7.179797267913815,20.665544986724854,entropy_position_by_model,qwen2_5_7b_instruct_q4_k_m
rankcloak,ungated,payload,entropy_bits,2682,4.670678301361771,2.763193952126379,0.0011642227468388916,2.4387111300628836,4.456300401718142,6.605304977433425,9.643900533818305,12.733475191685027,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,ungated,payload,observed_rank,2682,122.58799403430275,1087.0603903779959,1.0,4.0,7.0,10.0,353.6999999999989,24365.0,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,ungated,payload,token_surprisal_nats,2682,4.690886607376578,2.330855306824384,0.0006120788979977476,3.237361792822541,4.071758631145206,5.585012250528515,9.557545574318354,15.733467599271957,entropy_position_by_model,llama3_8b_instruct_q4_k_m
rankcloak,ungated,payload,rank_pressure_log_probability_gap_nats,2682,3.4357101322553834,2.58254173669925,0.0,1.581040859222412,2.830078125,4.693408966064453,8.70524303913116,15.207465648651123,entropy_position_by_model,llama3_8b_instruct_q4_k_m
