pair_id,model_id,payload_name,payload_class,single_trial_id,multi_trial_id,exact_outputs_unique,normalized_outputs_unique,normalized_character_edit_distance,token_jaccard_similarity,single_character_count,multi_character_count,single_full_token_count,multi_full_token_count,single_saved_id_exact_recovery,multi_saved_id_exact_recovery,single_visible_text_exact_recovery,multi_visible_text_exact_recovery,single_text_sha256,multi_text_sha256,deterministic_example_order
topic-pair-9f7276009e9d80bb273a0801,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_013,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__db1f95dae1aef4f8346d,revision_v1_primary_v2_payload_fidelity_v2__eff631aa737b53a9ae3b,True,True,0.6874573960463531,0.1955128205128205,1629,2934,325,638,True,True,,,4cbfc3bbcf98dca7eb7c3de04ef6b01f1748c0822dad6d5487318fe029b87d23,3c317b3f8ae5fa3df4909a3897c8272e84c02e8def2098d0d80863fa90097634,e9e4bb1712dddebcf1b28e74f98fa63acb8cb97ef04cf81fb677068f89ccc37f
topic-pair-5a350a2dd0c3b9b512b4f271,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_014,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__648ff2075dd97da6472d,revision_v1_primary_v2_payload_fidelity_v2__45874ae782fdc31a6526,True,True,0.7508833922261484,0.1880597014925373,1186,3396,253,744,True,True,,,31ee3a0b69d4c57d0a3930bb069593a3eb95fe04bb7b62c6cb67af1631cf7ce1,8779438ee8580286a0be15a79e9b1433301c2e1e60e2e3cb0e9c6781daf581c8,f388ebbfdd9b4dfd8ebb21a0a2816e19df0c9a7019fde6db8f1c7f5baadb39aa
topic-pair-364095c68b9c371f607110ce,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_015,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__45763cf49a92163123c3,revision_v1_primary_v2_payload_fidelity_v2__b9405736c47cb9d86c31,True,True,0.594412331406551,0.23595505617977527,1038,978,232,196,True,True,,,e277e46f2a64e1bda28c2028a5c373505fffddb24384840bac0366742a545dfb,0ad750dc2591c7d28040c2833f15f59d211abcace6145b338e8c1a297963a16c,438ea255ce1b5aa9e1354dd1775a3b9118e6887fce9aef8eaa2e7b2d65c6975b
topic-pair-2e0d8beb5d090b868c40061e,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_016,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1e783bcbf01daee3f203,revision_v1_primary_v2_payload_fidelity_v2__955e971080754bbe5f5e,True,True,0.6668194317140238,0.18272425249169436,2182,1846,423,439,True,True,,,a3a33dad0742e2b7b24ce534720542a3d11d27684505bb2e00877ae630f9caef,7ef9129146165f19dc370e3dafa3763dcee215dac11e02efc10f543d3d2ac371,cf9f777f21d5b13ef1cbed0496941bb8634c4044047e70d8c8a08710de7c599a
topic-pair-fb65b0bfe633ab9a3bf32f93,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_017,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__361d8f6efdee166acce1,revision_v1_primary_v2_payload_fidelity_v2__efc0f9f17020175d5fcc,True,True,0.5710526315789474,0.24390243902439024,1330,1520,256,305,True,True,,,8c430c0856fd3268d85b9b1a21377af3d7ff9861173cc9e476372204f10b9a9f,fbeb4e99dad182fc83ed37cfae91d489218d8f32b9879fb1ac3dd776c007eedb,1b98c3a7d49e01ec1ad58e74d0f093b9f75d0230de055023bbbd0f0bae0ddb83
topic-pair-852f92baef79b4a5e858c973,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_018,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__a7da69871e7efaf3512a,revision_v1_primary_v2_payload_fidelity_v2__c25d7bd4230e84948aab,True,True,0.4034024247164646,0.4,3970,5114,906,1170,True,True,,,54ccdb7dbfcff07772f6ab3b0aab9b4c57a71cda215547e80cba02788b6f17bd,7eb7342b9c7bad62f2ccafb0e9042d1607512fe3267a32753e76aa6ca801a090,7973a17d174b299111a310f6e547f7c98da20b6ccd74abf325e6cfc2c1a2ced0
topic-pair-eacf34d6b8252f6fcdf0dd91,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_019,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1f1fdb5c343914636e08,revision_v1_primary_v2_payload_fidelity_v2__293be42c8e8633ab1759,True,True,0.6541194545803726,0.33832976445396146,5207,5185,1006,1147,True,True,,,b48d1e12a8c3ca2e5fed5f7a8f7d4e63a60a4752633d4b24def977bb62c6a32d,e29118519157eb42d0f2703ea285637bd5a6fbfbfed754056e963cfb051266e5,567761fb184b12d208938c17a8bc815c99dde9a3fd7558b4d082a0cb139ae4b6
topic-pair-0c5eee6e553cadea6b14d3d0,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_020,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__4332f68bc94f83bfa10b,revision_v1_primary_v2_payload_fidelity_v2__b44c2c018607e03e1261,True,True,0.5247592847317745,0.3482142857142857,3124,4362,704,926,True,True,,,946dad56db51739f497c527a524f8b2e53cc60cae4864d7f02488672db1a64c3,384751e673824398d6e48c592a5d3f9dc9c1bbcb5de959864113684fec3d1191,3400022bb876d051220182ef735f3f43f6d5fda22ec4babbfae69a736a711af1
topic-pair-9392af6598375d9bcda65aad,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_021,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__be77570caadcfa6cbd16,revision_v1_primary_v2_payload_fidelity_v2__70defd4da5b06b91fa9c,True,True,0.732811626607043,0.16962025316455695,1709,3578,418,803,True,True,,,5d13af74d1e65f8c98035a087b1d1cdcc85d65d2be0dce2e210c3917efafb58f,ad8032516cfa55781bbcb5f59ae4a4e81eb30448e1924ca898ea5dc5e3968d29,8f917e6873bad5f167a29e067335a15fcf5f08380319637ab49f357a4fded43f
topic-pair-d6b580b4f2089fe70c50ccd6,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_022,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__134aa4f457dc3cd97565,revision_v1_primary_v2_payload_fidelity_v2__8cf8ca29d43a2bf6283c,True,True,0.6208935611038108,0.22727272727272727,1014,1522,196,320,True,True,,,2b657b91c1a643a889e3895f34704c2ca069b27d67ab5e9071982febc4c19ca0,2f5232519e86b14121391854e5c41de8d90821a137fc4a6b3dd222099ab2ab98,4806a52ed0730068ac33584c038aa6a3680392fb9e8cba6e18da75c7fb26aa12
topic-pair-a0c000a79922b880ddca162d,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_023,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__62473bd273ff1dbeccb0,revision_v1_primary_v2_payload_fidelity_v2__8d5123a7bf0da6997891,True,True,0.7429718875502008,0.18981481481481483,2241,1109,414,431,True,True,,,ebfc7e498906cf267464ba6b28de38afbd2e7e84f65a52d5acd41c7df436c4d2,c36bd318732988c6f7fe49df1c2044c0d6896ec1e9ee0e04f3ea5c1d756d834a,0a3bb1541117ca566ff6bc4c00243f56d1d5113d32a3ed5661870c7d37767009
topic-pair-85151d1d8032624bcc536460,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_024,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__d31d34106d0ae5069711,revision_v1_primary_v2_payload_fidelity_v2__a3e956c5cdffa68b65d4,True,True,0.6678614097968937,0.2204968944099379,2089,2511,462,549,True,True,,,e3a36589a281f8a40208c5ffdade1919dd0801ffac00f8dc45f154b704d3fca8,16c067fae1cd370e616181915ce392aaa115dcc45a289d8b99187f8a08ef1257,53e8f17edf205c181d936ef61affc2e232f2ab5406afd61a7b465ab51037dac7
topic-pair-072c6111f06c4e6a3ece6ba7,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_025,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__cb659db728d7734f54de,revision_v1_primary_v2_payload_fidelity_v2__9a71aaebacf757cf0db9,True,True,0.5039733401691874,0.5143884892086331,3901,2229,792,441,True,True,,,97bba0a2d20131ef2b06960752c7d995951a7a17f784647cc7e2bff6d2a52cd4,5f9acda8387761d7d50096a3eeea9c13ad42124c51c727a8df979f071fddd960,84e16042fef86025a9068364665e4e5bd97c50334451c0b9d7fafdc6b8fc03c2
topic-pair-db0daae89d0fcb6347ff91d0,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_026,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__fb857c620a58ec6bf7ac,revision_v1_primary_v2_payload_fidelity_v2__eca06c89e4cdf04f4c3a,True,True,0.7235164835164836,0.18518518518518517,2275,1132,445,232,True,True,,,78b3c4ae9eed4afcd7275bd8ba9cb0e957a9dab99f34a44176bb1c159c85c68c,173df65f362206e53a6c52a19c36d71b438fe9f730a2e5f7b2ff8ad293ce60ae,9870f188ba66c0214ae993712a9f35403e98aae24e88fcc361339cc3e1525a48
topic-pair-1acfdbb8b1a33288071bd5ab,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_027,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__e33a8fdc8b61d14005f6,revision_v1_primary_v2_payload_fidelity_v2__a4467d8bae845e15db14,True,True,0.6243949661181026,0.21621621621621623,1819,2066,427,444,True,True,,,99a5ff843b0a30e377d00e735bb6dac4526be387ce10794592348f717c896fdb,10f490d3fb9d8fd961de47128194b7f3a301432901ac5b07a54abc937543af8d,ea8119791f1f7d8769b3624a7089db4cf76e8aed4b9920b6aaa5db4fbb5e87f1
topic-pair-aadf9525cff989f6d95e92de,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_028,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__85cb6d46fce794608e47,revision_v1_primary_v2_payload_fidelity_v2__2b3b40c9dcaf5f142b9d,True,True,0.715154349859682,0.1891025641025641,1926,2138,428,453,True,True,,,4b8905ccba264b319c99fb384211bb7464835cfe5e535055f1f3890089da1960,c279b9e75ce4717000c0be3e9c9c926d99d938aa6771760e453048aa5cbbeb7a,1916f0c742ad3257bd907d434a935ab0f428e7d0b423bd201e144bf2402ccfd7
topic-pair-b8195b6c5f0321420c158008,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_029,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2aa41ae2d2cd2c9152b7,revision_v1_primary_v2_payload_fidelity_v2__49e868ab2071e87d7ea4,True,True,0.7200607902735562,0.18181818181818182,1246,3290,236,692,True,True,,,29524e4b2d0de47f31cf27ff28ad7d791a46a5a586fe110a1191662f610a35f4,9686c8c61550c47b7556358e617567a482ecc463d1e4582f7fe374dbb55ef2b9,3da1b43722ba628f8a86dc657e70f94c3dbe71d0e2fca203f36442ceaedf4a60
topic-pair-7675c785ad9978d85425fe1b,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_030,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2ea65d710bd956fc672b,revision_v1_primary_v2_payload_fidelity_v2__489412930f9fa8e9e477,True,True,0.3233267716535433,0.5,1893,2032,429,456,True,True,,,b812059cf9ad72e2802944c60ff656efdd560a1a9ae0f02458d352a761b9200c,cfba1a5c4bb64b591c3f2f4730c7db8787e32562067dfdf232eae6ae1d8ed633,7a6ca784f144b547155e962e4e634f68fe56b96a4878413d8ea31edf9daf387e
topic-pair-1b669775ee9be0b2087b8060,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_031,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__30442b50a383001bcdb2,revision_v1_primary_v2_payload_fidelity_v2__c356fbea9aaa9cc3d9c3,True,True,0.70233139050791,0.215625,2402,2215,465,486,True,True,,,0564665031dd89fdeda162b5aeca662b1c4d98d8505e8064964916c4c15e434a,e6ebc02daac42b8b1bdde0717ecf4fa0060806413b9ec2d7b75205dc77a0726e,ddc762f91bad26bdbe1bd5f6043d9beae622946535891900eada36fccc79e2c6
topic-pair-2791951fb3122588d58809b1,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_032,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__7af0ab4a3123fa7e4ef2,revision_v1_primary_v2_payload_fidelity_v2__22aeaa448dadaca49a74,True,True,0.48194271481942713,0.40350877192982454,3212,2336,724,523,True,True,,,41792b8ea23d7b8a76032ae08f0c5c0bd58397491ec1429678c64f82ee63f0f0,834f89e001a462cebb087da59319cbb17d1c13a0815249ae859e4814252bc745,b4ebf44b2a105f1540a272a0cd48350445246c30846603b5f324a4ce92ec1a24
topic-pair-5a59e91886d6ed26e3189c01,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_033,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__15b84502fa99e15b2e09,revision_v1_primary_v2_payload_fidelity_v2__69d1ae217ee41c90ae12,True,True,0.7196485623003195,0.1937984496124031,1118,2504,264,687,True,True,,,86eb70e8774e0146db1ca77396ede21916931762f6878fb0b49435f617f82a39,24df887b9f9f5da7da352b9044b1f51e6671f18a144ec6d81d6c73d3d16f21b3,34f4623b7f3bd571df42dfeafc18b065984359d045fc35648de2297c59f7eedf
topic-pair-faa3052f87a1b07f166cb605,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_034,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__99bf88a2693e2d51bda6,revision_v1_primary_v2_payload_fidelity_v2__d1ad064fb01b6ee6cf4c,True,True,0.7109120521172638,0.17465753424657535,1096,2456,233,493,True,True,,,81d56229e40574319b41e569bfad8456946f2b8543e5f7d74db1e5bc43804dee,270fadcac3bae2a3355d6fbc6a343f687678913d76a60c70f95558a4153c0d88,60c02e01c0dcb9b57c7ad05121a2737b5d6db2e0bd5be15d4c226a8cd7fe1abc
topic-pair-e26c286d49fc26684611cde1,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_035,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__88483eac6b5c5499e581,revision_v1_primary_v2_payload_fidelity_v2__558bc74760223bbe89ac,True,True,0.6861773975686628,0.17417417417417416,2221,2200,467,469,True,True,,,d84969c09549d06ab745c190996b42be0f740980527e22340b2f2057f4260e17,c3fcae380074723ea7da7cbfa964b722205d9d5f40abe722d927014e2c687c3a,3f19c2285038f1ec8a95ada7e44038f23eb3d81260af05304045e24792391245
topic-pair-31d9f6c4ce6e099e6c4602ca,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_036,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__e0eeb345e7ead9f7f3b4,revision_v1_primary_v2_payload_fidelity_v2__b4499913be8ba0f026cf,True,True,0.7579841781423967,0.15053763440860216,1209,3413,252,728,True,True,,,a0c1ee9384fd7b216010b87cca41f910ff4e4eaa07d8b7f5f9a9a98451549756,89e8d9118f82c30524705416cd4ce97c1c5e1e7af7ac6f4eec3222c2705a3193,b1bbc24801f38c8158a4eefe7d8e65e13fde12e9c7c0886c25b8c7da978de68b
topic-pair-f290a52ff41daf44e5b5cd7a,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_037,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__3e63edcc194f0ea22319,revision_v1_primary_v2_payload_fidelity_v2__997febc7d2126d2d23c2,True,True,0.6737871107892831,0.16140350877192983,2762,1756,495,391,True,True,,,35b430d30b526d056dca57d39c4314b749b5db562c91e1b6d1e39e12a1861395,9a251ad7ee154a4a36e7a7d9efddffd50c5db759b9ff979b528b4fe90ff175ad,4a5cbdf99996082ea6bdd4777a3199433019e083eaf95981fd49491f64959d87
topic-pair-58bc63e4627d9addc957c6da,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_038,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1ae2b32f40950dec1849,revision_v1_primary_v2_payload_fidelity_v2__255674ef3c8d4e22333d,True,True,0.6250509995920033,0.27636363636363637,2451,1377,572,289,True,True,,,c9384dce4665a6c5de995401199f3656cee9b98a325c638ffbaf2f59a368b3b6,19404927e6b7d7e79323240edfbc6ab40f735ec4d1c5de929a928972cefb4ea2,261c0e655a4527d618762c9e620413bc70ca5d88021c8ab374a747c5642c8fbe
topic-pair-fb1e2ae43cf97455ced5485f,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_039,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__b623938668027861ee3c,revision_v1_primary_v2_payload_fidelity_v2__ad51b0bf6e6af975fedd,True,True,0.7691785471826205,0.15942028985507245,2946,959,715,203,True,True,,,7e354ab469c1a263ed9fda0bbc1edc01d7bf6fffd731dba980cbe103d43fa615,1a6bca176fbf7396d1f1d54e97423b8aaccfc79e2b2babc177ee07e3323c69d6,16e6fecb24af980896e3cfc824ba0e2566fbd970b06e6d1c6f67f1b3aa54b74f
topic-pair-fd6a44294724d19ad5e69039,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_040,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__ec3aac619cac075cd818,revision_v1_primary_v2_payload_fidelity_v2__06ca61126c06d5d60033,True,True,0.5350109409190372,0.4478021978021978,2091,3656,445,754,True,True,,,a8156874c7d9f2ce27eb4d48381a63728d186f9fde432785843beef4ff69c62c,046bd155eb3776bc85c565c0a0ecc330f140d3e9fe00b3f88c4fdf5958cb1232,c08c35fa4766c670cc73933348e5b2eeabf4457ad9c46f28829f5e6d9ea0f418
topic-pair-40a7419d6d80c7b24685ddb6,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__a9cbad131f15d23967e7,revision_v1_primary_v2_payload_fidelity_v2__4414e4e67293391cdc17,True,True,0.500374531835206,0.23383084577114427,1335,1201,251,237,True,True,,,122e497404c7e382082e7a7f3cd1efd02bf7b5946652493e2cf2c9543efabbc9,63ae5c4f69a27567d27a6103d30d4bc9e534de29e166e2d394c77dffda96cd33,3e410912a3143ed7e631ff6e5bcbb0108ef5d8d1f1e5d3d4b1a0c541520d4383
topic-pair-766dcf523b4b226ebea3b754,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_042,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__eb5803efa38b2a0a51bf,revision_v1_primary_v2_payload_fidelity_v2__59c20af92abe1c44b7c2,True,True,0.7380844303222878,0.17374517374517376,868,2203,188,507,True,True,,,b3c6411fe9757745690d8050dee8c08b9e80eab16057edb3276f66fe6ac26af7,10de2cee3f55417213da996b998e5223c1ca5967255e2d8d981def575d831766,448320c46d9cb8cd0d51877732aa40ca3abe16b30da0673e1f3732cda5b705bf
topic-pair-052dfd384cfa0d4e794fea01,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_043,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__6c549f2777b0d8120d63,revision_v1_primary_v2_payload_fidelity_v2__142d2dd642a3087638d2,True,True,0.7716049382716049,0.18316831683168316,3240,3194,690,632,True,True,,,b88df3f4c4d7145b6d58459ee3cb909df12c4b3e6aaab1357afabe6cfad55a1f,78b6bc20ee32500f3d6610739be1c8fc75d784d851af6029555a3846fb25d30b,1ff83a15fecb6d2d74820dd7284356b69e9aad026caaf4d3550fe5b4a431df68
topic-pair-5f74d82340e459f501decb38,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_044,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__00a1d59ead5f7b5a83de,revision_v1_primary_v2_payload_fidelity_v2__a004ee9965d3e0060bef,True,True,0.5691852526172053,0.3821138211382114,4394,2157,952,445,True,True,,,99323fa91c99212385c9c1761f236f64138f5babe7568ab7c064103381c026ed,231de4798440b9cfd4331f7ab6f053937f0fa1ab2106a67e6654d391d84907ef,84ccab42cb592f1f7970f2947ac1347198fe246dff8a1fff52231506076efb41
topic-pair-e406f763f3c822b1ba671acc,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_045,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__e7a138f5cce1e9caa563,revision_v1_primary_v2_payload_fidelity_v2__c5c47b1299ef2d440cfb,True,True,0.7623557265463154,0.14831460674157304,3379,3359,778,703,True,True,,,79a7236bcfc90fea15042a55979367727632781793678b73ae9ae6039e1fba13,0b2eb952f002763807eb9ce7ce812e4ce00dbfa83d3becb82312047b0bf2b217,545bf867d23429d015425545631152959d4ae8881b1fb819e153d3554af4a7e4
topic-pair-9476066b8cf4b9fa56118e61,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_046,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2dcf7a8ad1200d193b82,revision_v1_primary_v2_payload_fidelity_v2__9ba73d9a57ec9053c7c6,True,True,0.3194214876033058,0.5369127516778524,2118,2420,456,532,True,True,,,f1bc4066de8cb10886474fab979302c1a2368d55e3d1720c3e6fd0ae0bb16fbd,cf92b82702b8f849f7dab2c84e05290c43a8942158ccd1b1dcf934901776af69,de2b0997ea6064b065c958afc6e0c0733b642ca8320852205ca5b7345a14c81e
topic-pair-24eaa4fbb1dc37b30207c9ee,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_047,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__d8009c2740557c4f4ec2,revision_v1_primary_v2_payload_fidelity_v2__84e063567fffbc8d0e55,True,True,0.556013179571664,0.27586206896551724,1214,1074,228,211,True,True,,,3d4bfb7531567f61e1e4723f61da6a459149a3107a6e65d8fd4d73fc2b4e4269,dcb74993ff373e562082a8460f8e5a2169e14787f9296154d7c1bf059d86c7ab,fe3704b185f233b12e16001ecb498a55eafb8789f9070566f7bb34e8ec5cf97a
topic-pair-78ead667fb41396a959adee7,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_048,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__222b28f65c090826540f,revision_v1_primary_v2_payload_fidelity_v2__bb15bbb61ca7e5a7f53c,True,True,0.37269214255045086,0.4406779661016949,2282,2329,487,503,True,True,,,cd8bfd983b8e769d17b18d518604558c7c5baedb4d14e12f4c693a9d6d5e564c,074cabc60671e15cfa6346d55ec58e18d4023835686df3bf942f76d2d05d533f,0c9eae7418f7049ed88075997548878132c0260e82414c53e6cbceb606b0eaa3
topic-pair-d90c02858d2cef9ebcfd2847,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_049,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__eba79205ecce651989e3,revision_v1_primary_v2_payload_fidelity_v2__f0e54791c965a5bcc289,True,True,0.7404302877898854,0.1956521739130435,3579,1575,710,335,True,True,,,f7eb4d6b3f9501d119677e23bbb2d76f6885ed74978469d366cbac0c18f60a89,9aabe0e19d1c42801e29df410699755393550b2111dce95c4eac1337a6a9ec31,ddcfa611d0a6e133748e1ca34f2694d24d4481316d1cf01407b7ac563901ae8f
topic-pair-fa0ad79eb2b20a6d9f3cb6ee,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_050,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__52658eaf2d6e27e35035,revision_v1_primary_v2_payload_fidelity_v2__df90ecd192a7c4dae021,True,True,0.776774595267746,0.1574074074074074,3212,1104,685,209,True,True,,,474a1a6fab091939d4ba6e30c34b060af464e59da5baa7958f6b7a5ec3f81888,7ed973a651b71395a3cbdfb17f86410953cd703528552d2a51309ecb5d81fea5,e4df1ca41bc85f5dc7dbe039a101f746e9fe50c3d54388d05f361f3f293dbcc3
topic-pair-c27df82ab99ba315c4f2fd61,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_051,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__99f233cee125437a868a,revision_v1_primary_v2_payload_fidelity_v2__ff726331cb9b2b230876,True,True,0.594147582697201,0.21454545454545454,1572,1270,526,278,True,True,,,a16ced50e1c3343551199e9bf9fc40cb974d3fa86f904f5d636bea6cd00af890,a33aa9202c3ef36ec8f9220f104cecad8dd337dcef27253de37bae109826b4a5,b3bf391da98463ada642358ade86121d0f372568b34a41aa8929e1e3ea977283
topic-pair-bf1e76a92ae364b2eb7f9c6d,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_052,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__03cc21d0f68d68011a15,revision_v1_primary_v2_payload_fidelity_v2__67fb643c38ff979393a4,True,True,0.31210191082802546,0.5138888888888888,2106,2355,449,495,True,True,,,c2818b159a61ae1012460bc717fb6cd05d26b0818aeb824ecc7480d0902beef8,cb02cd9a11ec14e665b230860e6e2de21dda6dcf991abe78f4e52ab803cf74d8,b14b19930d402c8b296c9fe3b53806119424eba0914a505b72db43ec9f675d56
topic-pair-bccd84f866c171af0de1fdab,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_053,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__643711da2f93c8b0e1c9,revision_v1_primary_v2_payload_fidelity_v2__170fbb1165be677a59b1,True,True,0.7444101773323053,0.15471698113207547,2594,1233,703,264,True,True,,,1110b2d728903efaef7935ee9d4d93a65e33dc2abe9777915639940e127f141a,7ad6b1504d005fe5bf07bc4fc3d250f7f4d4ec9dbfc45ac39ec76c5fc1cdeda2,5ae4a34cd6e0c80fef9ce7301ca7ba7fd90ac2cb41e441fa8c46066c8583f0e2
topic-pair-3695352f2742393c58b2d01d,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_054,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__be7ab3c6beeb04bba106,revision_v1_primary_v2_payload_fidelity_v2__d26753d9bb1bf548462b,True,True,0.6959229898074745,0.172,1766,1205,421,251,True,True,,,3b05771608ad464d27351a261c04f64bd0c86a669341e07459ce1181e3c52c65,f44625022d3212d16620b066a64ab44bf41294a237b7b691dcdafba7b00d47ef,5bbb1281f9babca632f40eace04f9d59c974a4c17ce59a4fcd96101f61c61b2f
topic-pair-e63a859c2f6d774db9ac90a5,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_055,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__410cd2a969829783df8e,revision_v1_primary_v2_payload_fidelity_v2__155dc6b8454bb2245961,True,True,0.7110812023328847,0.18181818181818182,1988,2229,383,456,True,True,,,84f855ac0370eba86d1b2fcbf96234e30ec809fd27d5ca8a0675860a570a0a41,40458e0ac5985ecaefde65e778f3d41e4e7a4c95951fef36e6028f04488fda06,9a94e78df93012a49897237df6794b656f1143d99a3e87dfe22c1e8c2a5d996e
topic-pair-8aae335549a57eb7001a0f04,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_056,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__e685e1e21cf68e34dab6,revision_v1_primary_v2_payload_fidelity_v2__71d2628f03b40f328891,True,True,0.5614275909402883,0.3282051282051282,1457,1075,339,231,True,True,,,090eb8d6de5b8c2b276dd4881aefd8274d7a292935dfdd225055434fb346d74d,89a7d09f0ddc651778d1fe3d33dd0ced0d12bf5893fa8fddaf35f22ddf56158c,9274c50404e24bf57df8e61d34f8f3229c8319582a0920755a002b9532036608
topic-pair-942569f19f3e88a126bb6fe1,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_057,sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__89f648f5f2298168f4c1,revision_v1_primary_v2_payload_fidelity_v2__eac45a59f34ab4a63fc3,True,True,0.7216638749302066,0.21630094043887146,3582,1397,767,291,True,True,,,e1ce9f0f6ac6115694c4e743798d4e23d874e88d08c0fd2008a700eb83cee822,c46ef82c1d62a10f5748f223784040260152b12dfd096191365d13079178b124,d012df1e9bdf966288b04316f6e13ba3054b1c9da31583531bb126d90b2ffd21
